,doc,date,co
128,"A method, system and computer program product for assisting users to generate the desired meme in a document. A document is scanned to identify parts of speech, numerical text or numbers and images (collectively the “terms”) that provide positive/negative memes. A score for each of these terms is assigned. A score may then be assigned to each designated primary object (e.g., individual, company) discussed in the document using the scores assigned to the identified terms. Options may then be provided to modify the document to provide the type of meme (e.g., positive or negative meme) desired by the author to be associated with the particular designated primary object. Upon receiving a selection of one or more of these options, the document is modified accordingly to generate the desired meme in the document.",20180110,IBM
129,"A text editing apparatus includes: a display configured to display text; a user input unit configured to receive a speech signal for editing the text; and a controller configured to analyze a meaning of a word included in the speech signal, determine an editing target and an editing type, edit the text based on the determined editing target and editing type, and display the edited text on the display.",20160107,SAMSUNG
130,"The subject matter of this specification can be implemented in, among other things, a computer-implemented method for correcting words in transcribed text including receiving speech audio data from a microphone. The method further includes sending the speech audio data to a transcription system. The method further includes receiving a word lattice transcribed from the speech audio data by the transcription system. The method further includes presenting one or more transcribed words from the word lattice. The method further includes receiving a user selection of at least one of the presented transcribed words. The method further includes presenting one or more alternate words from the word lattice for the selected transcribed word. The method further includes receiving a user selection of at least one of the alternate words. The method further includes replacing the selected transcribed word in the presented transcribed words with the selected alternate word.",20171221,Google
131,"A system can be configured to perform tasks such as converting recorded speech to a sequence of phonemes that represent the speech, converting an input sequence of graphemes into a target sequence of phonemes, translating an input sequence of words in one language into a corresponding sequence of words in another language, or predicting a target sequence of words that follow an input sequence of words in a language (e.g., a language model). In a speech recognizer, the RNN system may be used to convert speech to a target sequence of phonemes in real-time so that a transcription of the speech can be generated and presented to a user, even before the user has completed uttering the entire speech input.",20180806,Google
132,"A server includes a processor and memory, a network interface, and a first application executed by the processor and memory. The first application is configured to receive an input in a first language based on a call received via the network interface by a Voice over Internet Protocol (VoIP) application executed by the server. The call includes speech in a second language. The VoIP application includes speech recognition and translation functionality to process the call. The first application is configured to generate a response in the first language to the input. The first application is configured to transmit the response to the VoIP application to send a speech representation of the response in the second language via the call. The speech representation indicates quality of the speech recognition and translation functionality of the VoIP application.",20160816,Microsoft
133,An approach is provided that assists visually impaired users. The approach analyzes a document that is being utilized by the visually impaired user. The analysis derives a sensitivity of the document. A vocal characteristic corresponding to the derived sensitivity is retrieved. Text from the document is audibly read to the visually impaired user with a text to speech process that utilizes the retrieved vocal characteristic. The retrieved vocal characteristic conveys the derived sensitivity of the document to the visually impaired user.,20160822,IBM
134,"In an aspect of the present disclosure, a method for analyzing the speech delivery of a user is disclosed including presenting to the user a plurality of speech delivery analysis criteria, receiving from the user a selection of at least one of the speech delivery analysis criterion, receiving, from at least one sensing device, speech data captured by the at least one sensing device during the delivery of a speech by the user, transmitting the speech data and the selected at least one speech delivery analysis criterion to an analysis engine for analysis based on the selected at least one speech delivery analysis criteria, receiving, from the analysis engine an analysis report for the speech data, the analysis report comprising an analysis of the speech data performed by the analysis engine based on the selected at least one criterion, and presenting to the user the analysis report.",20170824,IBM
135,"Computer-implemented techniques can include receiving a selected word in a source language, obtaining one or more parts of speech for the selected word, and for each of the one or more parts-of-speech, obtaining candidate translations of the selected word to a different target language, each candidate translation corresponding to a particular semantic meaning of the selected word. The techniques can include for each semantic meaning of the selected word: obtaining an image corresponding to the semantic meaning of the selected word, and compiling translation information including (i) the semantic meaning, (ii) a corresponding part-of-speech, (iii) the image, and (iv) at least one corresponding candidate translation. The techniques can also include outputting the translation information.",20171222,Google
136,"According to an embodiment of the present invention, a computer-implemented method for modeling text-to-articulatory movement conversion is provided. In the method, text features are generated for a plurality of texts, wherein the text feature comprises a phoneme. Articulatory features are determined for the plurality of texts from a plurality of audio signals and a plurality of visual signals, wherein the audio signals record speeches of the plurality of texts, the visual signals record three-dimensional images of an articulator when speaking the plurality of texts, and the articulatory features indicate articulatory positions of the articulator in the speeches. A text-to-articulatory movement model is established with the text features as inputs and the articulatory features as outputs.",20161223,IBM
137,A method to execute computer-actionable directives conveyed in human speech comprises: receiving audio data recording speech from one or more speakers; converting the audio data into a linguistic representation of the recorded speech; detecting a target corresponding to the linguistic representation; committing to the data structure language data associated with the detected target and based on the linguistic representation; parsing the data structure to identify one or more of the computer-actionable directives; and submitting the one or more of the computer-actionable directives to the computer for processing.,20180611,Microsoft
138,"A streams controller monitors multiple data streams with speech of a conversation with multiple speakers and uses text analytics and diaritization to identify speakers by their role in the conversation. Diaritization is applied to the audio of a data stream to associate a speaker with an SSRC from the data stream and a speaker identification (ID). The streams controller then runs text analytics on a text version of the speaker's speech to determine a speaker role for the speaker. The speaker role can be used to efficiently monitor conversations in a data stream to provide additional services. For example, speaker role can be used to analyze calls in a call center and provide services such as a transcript of conversations or enhanced customer support.",20171108,IBM
139,"A dialogue system comprising:an input for receiving data relating to a speech or text signal originating from a user;an output for outputting information specified by an action; anda processor configured to:        update one or more system states based on the input data using one or more state tracker models, wherein the one or more system states comprise probability values associated with each of a plurality of possible values for each of a plurality of categories, wherein a category corresponds to a subject that the speech or text signal may relate to and can take on one or more values from a set of values;determine an action function and determine an action function input by inputting information generated using the system state and a set of stored information into a policy model, the set of stored information comprising a plurality of action functions;output information specified by the determined action function and the determined action function input at the output.",20170828,TOSHIBA
140,"Methods, systems, and apparatus, including computer programs encoded on computer storage media for speech recognition. One method includes obtaining an input acoustic sequence, the input acoustic sequence representing one or more utterances; processing the input acoustic sequence using a speech recognition model to generate a transcription of the input acoustic sequence, wherein the speech recognition model comprises a domain-specific language model; and providing the generated transcription of the input acoustic sequence as input to a domain-specific predictive model to generate structured text content that is derived from the transcription of the input acoustic sequence.",20161128,Google
141,"A method of translating a first language-based speech signal into a second language is provided. The method includes receiving the first language-based speech signal, converting the first language-based speech signal into a first language-based text including non-verbal information, by performing voice recognition on the first language-based speech signal, and translating the first language-based text into the second language, based on the non-verbal information.",20170925,SAMSUNG
142,"Systems, methods, and apparatus for accessing distributed models in automated machine processing, including using large language models in machine translation, speech recognition and other applications.",20180829,Google
143,"A system, computer program product, and method are provided for use with an intelligent computer platform to convert speech intents to one or more physical actions. The aspect of converting speech intent includes receiving audio, converting the audio to text, parsing the text into segments, identifying a physical action and associated application that are proximal in time to the received audio. A corpus is searched for evidence of a pattern associated with the received audio and corresponding physical action(s) and associated application. An outcome is generated from the evidence. The outcome includes identification of an application and production of an affirmative instruction. The instruction is converted to a user interface trace that is executed within the identified application.",20171025,IBM
144,"Training a machine by a machine learning technique for recognizing speech utterance to determine language fluency level of a user. Native speaker recorded data and language specific dictionary of heteronyms may be retrieved. The native speaker recorded data may be parsed and the heteronyms from the native speaker recorded data may be isolated. Linguistic features from the native speaker recorded data including at least linguistic features associated with the heteronyms may be extracted, and a language dependent machine learning model is generated based on the linguistic features.",20170905,IBM
145,"An auxiliary device charging case is used to facilitate translation features of a mobile computing device or auxiliary device. A first user, who may be a foreign language speaker, holds the charging case and speaks into the charging case. The charging case communicates the received speech to the mobile computing device, either directly or through the auxiliary device, which translates the received speech into a second language for a second user, who is the owner of the mobile computing device and auxiliary device. The second user may provide input in the second language, such as by speaking or typing into the auxiliary or mobile computing device. The mobile computing device may translate this second input to the first language, and transmit the translated input to the charging case either directly or through the auxiliary device. The charging case may output the translated second input to the first user, such as through a speaker or display screen.",20190102,Google
146,A method and an electronic device for translating a speech signal between a first language and a second language with minimized translation delay by translating fewer than all words of the speech signal according to a level of understanding of the second language by a user that receives the translation.,20181018,SAMSUNG
147,"Prosodic features are used for discriminating computer-directed speech from human-directed speech. Statistics and models describing energy/intensity patterns over time, speech/pause distributions, pitch patterns, vocal effort features, and speech segment duration patterns may be used for prosodic modeling. The prosodic features for at least a portion of an utterance are monitored over a period of time to determine a shape associated with the utterance. A score may be determined to assist in classifying the current utterance as human directed or computer directed without relying on knowledge of preceding utterances or utterances following the current utterance. Outside data may be used for training lexical addressee detection systems for the H-H-C scenario. H-C training data can be obtained from a single-user H-C collection and that H-H speech can be modeled using general conversational speech. H-C and H-H language models may also be adapted using interpolation with small amounts of matched H-H-C data.",20170807,Microsoft
148,"In some examples, a facility augments an audio-video sequence playback display with respect to a current playback position of the audio-video sequence within a time index range of the sequence. For a first portion of the time index range of the sequence containing the current playback position (“CPP”), the facility performs automatic voice transcription against the audio component to obtain speech text for at least one speaker. For a second portion of the time index range of the sequence containing the CPP, the facility performs automatic image recognition against the video component to obtain identifying information identifying at least one person, object, or location. Simultaneously with the sequence playback display and proximate to the sequence playback display, the facility displays one or more annotations each based upon (a) at least a portion of the obtained speech text, (b) at least a portion of the obtained identifying information, or (c) both.",20170721,Microsoft
149,"Systems, methods, and computer-executable instructions for approximating a softmax layer are disclosed. A small world graph that includes a plurality of nodes is constructed for a vocabulary of a natural language model. A context vector is transformed. The small world graph is searched using the transformed context vector to identify a top-K hypothesis. A distance from the context vector for each of the top-K hypothesis is determined. The distance is transformed to an original inner product space. A softmax distribution is computed for the softmax layer over the inner product space of the top-K hypothesis. The softmax layer is useful for determining a next word in a speech recognition or machine translation.",20180628,Microsoft
150,"Techniques (300, 400, 500) and apparatuses (100, 200, 700) for recognizing accented speech are described. In some embodiments, an accent module recognizes accented speech using an accent library based on device data, uses different speech recognition correction levels based on an application field into which recognized words are set to be provided, or updates an accent library based on corrections made to incorrectly recognized speech.",20190521,Google
151,"Non-limiting examples of the present disclosure relate to automated presentation control during presentation of one or more digital documents. Processing operations described herein may be configured to work with any type of application/service, where examples described herein extend to presentation of any type of digital document(s) including slide-based presentations. Speech signals may be detected while a digital document is being presented. The detected speech signals may be converted to text. The converted text may be matched with contextual data (e.g., pre-processed content) associated with the digital document. Probability scoring for determination of a next placement position of a digital document may be generated based on the matching of converted text with the contextual data of the digital document. The next placement position may be selected based on the generated probability scoring. Display of the digital document may be automatically updated to reflect the selected next placement position.",20180411,Microsoft
152,"Disclosed is an electronic device including a communication circuit, a microphone, a memory, speaker, and a processor, in which the processor receives the speech input and transmits first data associated with the speech input to a first server for supporting the speech recognition service, receives second data corresponding to processing of a part of the first data from the first server and outputs the second data at a first time that a first period of time has elapsed after the transmission of the first data, and outputs third data corresponding to processing of the rest of the first data at a second time that a second period of time has elapsed from the first time, while receiving the third data from the first server or a second server for supporting the speech recognition service before the second time.",20180718,SAMSUNG
153,"Text can be presented with speech indicators generated by a cognitive system by processing the text. The speech indicators can indicate recommended speech characteristics to be exhibited by a user while the user generates spoken utterances representing the text. Data indicating at least one user input changing at least one of the speech indicators from a first state as originally presented to a second state can be received. In response, a value indicating a level of change made to the at least one of the speech indicators can be determined. At least one parameter used by the cognitive system to select the speech indicators can be modified or created based on the value indicating the level of change made to the at least one of the speech indicators.",20171222,IBM
154,"Contemporary human-computer interactions include conversational interactions, wherein devices present conversational prompts (e.g., generated speech) and conversational responses to user inquiries (e.g., verbal user input). Presented herein are techniques for automatically assembling conversational representations of web content. A variety of automated assembly techniques are disclosed, such as conversational template for websites of various website types. Interactions of users with a website may be monitored to identify actions that the users frequently perform, and conversational interactions may be generated that correspond to the actions. A web service may present a set of requests, and conversational interactions may be assembled to match the respective requests and responses of the web service. Conversational interactions may include transitions between websites, and conversational representations may be merged to integrate content from multiple websites. Action sets of actions and associated conversational representations may be compiled to provide a conversational interaction that aggregates the capabilities of many websites.",20180131,Microsoft
155,"Systems are provided to facilitate continuous detection of words, names, phrases, or other sounds of interest and, responsive to such detection, provide a related user experience. The user experience can include providing links to media, web searches, translation services, journaling applications, or other resources based on detected ambient speech or other sounds. To preserve the privacy of those using and/or proximate to such systems, the system refrains from transmitting any information related to the detected sound unless the system receives permission from a user. Such permission can include the user interacting with a provided web search link, media link, or other user interface element.",20180409,Google
156,"An electronic device and method are disclosed herein. The electronic device includes a network interface and processor. The processor implements the method, including receiving a voice input through a network interface as transmitted from a first external device, including a request to execute a function using at least one application which is not indicated in the voice input, extracting a first text from the voice input by executing automatic speech recognition (ASR), when the at least one application is identified based on the first text, transmitting, through the network interface to the first external device, second data associated with the identified at least one application for display by the first external device, and when the at least one application is not identified based at least in part on the first text, reattempting identification of the at least one application by executing natural language understanding (NLU) on the first text.",20180709,SAMSUNG
157,"An approach is provided to detect pronouns that are included in textual posts that are found in an online discussion. The textual posts are analyzed using a natural language processing speech classification technique, that results in an identification of a noun to which the detected pronoun refers. The system then displays, on a display device, the noun to which the pronoun refers.",20171219,IBM
158,"A method, a system, and a computer program product are provided for interpreting low amplitude speech and transmitting amplified speech to a remote communication device. At least one computing device receives sensor data from multiple sensors. The sensor data is associated with the low amplitude speech. At least one of the at least one computing device analyzes the sensor data to map the sensor data to at least one syllable resulting in a string of one or more words. An electronic representation of the string of the one or more words may be generated and transmitted to a remote communication device for producing the amplified speech from the electronic representation.",20190815,IBM
159,"This document generally describes systems and methods for dynamically adapting speech recognition for individual voice queries of a user using class-based language models. The method may include receiving a voice query from a user that includes audio data corresponding to an utterance of the user, and context data associated with the user. One or more class models are then generated that collectively identify a first set of terms determined based on the context data, and a respective class to which the respective term is assigned for each respective term in the first set of terms. A language model that includes a residual unigram may then be accessed and processed for each respective class to insert a respective class symbol at each instance of the residual unigram that occurs within the language model. A transcription of the utterance of the user is then generated using the modified language model.",20190311,Google
160,"An improved translation experience is provided using an auxiliary device, such as a pair of earbuds, and a wirelessly coupled mobile device. Microphones on both the auxiliary device and the mobile device simultaneously capture input from, respectively, a primary user (e.g., wearing the auxiliary device) and a secondary user (e.g., a foreign language speaker providing speech that the primary user desires to translate). Both microphones continually listen, rather than alternating between the mobile device and the auxiliary device. Each device may determine when to endpoint and send a block of speech for translation, for example based on pauses in the speech. Each device may accordingly send the received speech for translation and output, such that it is provided in a natural flow of communication.",20190206,Google
161,"A computer-implemented method, a computer program product, and an incremental learning system are provided for language learning and speech enhancement. The method includes transforming acoustic utterances uttered by an individual into textual representations thereof, by a voice-to-language processor configured to perform speech recognition. The method further includes accelerating speech development in the individual, by an incremental learning system that includes the voice-to-language processor and that processes the acoustic utterances using natural language processing and analytics to determine and incrementally provide new material to the individual for learning.",20171025,IBM
162,"A method, a system, and a computer program product are provided for interpreting low amplitude speech and transmitting amplified speech to a remote communication device. At least one computing device receives sensor data from multiple sensors. The sensor data is associated with the low amplitude speech. At least one of the at least one computing device analyzes the sensor data to map the sensor data to at least one syllable resulting in a string of one or more words. An electronic representation of the string of the one or more words may be generated and transmitted to a remote communication device for producing the amplified speech from the electronic representation.",20171219,IBM
163,"Training a machine by a machine learning technique for recognizing speech utterance to determine language fluency level of a user. Native speaker recorded data and language specific dictionary of heteronyms may be retrieved. The native speaker recorded data may be parsed and the heteronyms from the native speaker recorded data may be isolated. Linguistic features from the native speaker recorded data including at least linguistic features associated with the heteronyms may be extracted, and a language dependent machine learning model is generated based on the linguistic features.",20171120,IBM
164,"The disclosed subject matter provides a system, computer readable storage medium, and a method providing an audio and textual transcript of a communication. A conferencing services may receive audio or audio visual signals from a plurality of different devices that receive voice communications from participants in a communication, such as a chat or teleconference. The audio signals representing voice (speech) communications input into respective different devices by the participants. A translation services server may receive over a separate communication channel the audio signals for translation into a second language. As managed by the translation services server, the audio signals may be converted into textual data. The textual data may be translated into text of different languages based the language preferences of the end user devices in the teleconference. The translated text may be further translated into audio signals.",20190709,Google
165,"A computer-implemented method and associated computing device for translating speech can include receiving, at a microphone of a computing device, an audio signal representing speech of a user in a first language or in a second language at a first time. A positional relationship between the user and the computing device at the first time can be determined and utilized to determine whether the speech is in the first language or the second language. The method can further include obtaining, at the computing device, a machine translation of the speech represented by the audio signal based on the determined language, wherein the machine translation is: (i) in the second language when the determined language is the first language, or (ii) in the first language when the determined language is the second language. An audio representation of the machine translation can be output from a speaker of the computing device.",20170925,Google
166,"An approach is provided to detect pronouns that are included in textual posts that are found in an online discussion. The textual posts are analyzed using a natural language processing speech classification technique, that results in an identification of a noun to which the detected pronoun refers. The system then displays, on a display device, the noun to which the pronoun refers.",20171106,IBM
167,"Aspects create a multimedia presentation wherein processors are configured to calculate a time it would take to narrate a plurality of words in a document at a specified speech speed in response to determining that the time it would take to narrate the plurality of words in the document at the specified speech speed exceeds a specified maximum time, generate a long summary of the document as a subset of the plurality of words, generate audio content for a first portion of the plurality of words of the long summary by applying a text-to-speech processing mechanism to the portion of the long summary at the desired speech speed, and create a multimedia slide of a multimedia presentation by adding the generated audio content to a presentation of text from a remainder portion of the plurality of words of the long summary.",20171102,IBM
168,"The subject matter of this specification can be embodied in, among other things, a method that includes receiving two or more data sets each representing speech of a corresponding individual attending an internet-based social networking video conference session, decoding the received data sets to produce corresponding text for each individual attending the internet-based social networking video conference, and detecting characteristics of the session from a coalesced transcript produced from the decoded text of the attending individuals for providing context to the internet-based social networking video conference session.",20181211,Google
169,"The present invention is a system and method for cognitive customer interaction. The system includes a humanoid robot having a processor operably connected to a camera and a speaker within the robot. The system has a social interactions database connected to the processor. The social interactions database stores interaction patterns representing speech, facial expressions, and body movement. An advanced analytics program, such as Watson Analytics, determines the identity of a customer in a store and performs social content analysis of the customer on social media platforms. The advanced analytics program generates a psycholinguistic profile of the user so gestures and speech of the customer is compared to the psycholinguistic profile and the humanoid robot may response appropriately.",20180223,IBM
170,"Predicting and learning users' intended actions on an electronic device based on free-form speech input. Users' actions can be monitored to develop a list of carrier phrases having one or more actions that correspond to the carrier phrases. A user can speak a command into a device to initiate an action. The spoken command can be parsed and compared to a list of carrier phrases. If the spoken command matches one of the known carrier phrases, the corresponding action(s) can be presented to the user for selection. If the spoken command does not match one of the known carrier phrases, search results (e.g., Internet search results) corresponding to the spoken command can be presented to the user. The actions of the user in response to the presented action(s) and/or the search results can be monitored to update the list of carrier phrases.",20190404,Google
171,"In an aspect of the present disclosure, a method for providing an alternate modality of input for filling a form field in response to a failure of voice recognition is disclosed including prompting the user for information corresponding to a field of a form, generating speech data by capturing a spoken response of the user to the prompt using at least one input device, attempting to convert the speech data to text, determining that the attempted conversion has failed, evaluating the failure using at least one speech rule, selecting, based on the evaluation, an alternate input modality to be used for receiving the information corresponding to the field of the form, receiving the information corresponding to the field of the form from the alternate input modality, and injecting the received information into the field of the form.",20190307,IBM
172,"A display apparatus and a method for questions and answers includes a display unit includes an input unit configured to receive user's speech voice; a communication unit configured to perform data communication with an answer server; and a processor configured to create and display one or more question sentences using the speech voice in response to the speech voice being a word speech, create a question language corresponding to the question sentence selected from among the displayed one or more question sentences, transmit the created question language to the answer server via the communication unit, and, in response to one or more answer results related to the question language being received from the answer server, display the received one or more answer results. Accordingly, the display apparatus may provide an answer result appropriate to a user's question intention although a non-sentence speech is input.",20190523,SAMSUNG
173,"Methods, systems, and computer programs are presented for providing a user interface (UI) for monitoring and debugging an Artificial Intelligence (AI) chatting hot. One method includes operations for receiving a selection on the UI to replay an electronic conversation between a first and a second party, selecting conversation data associated with the electronic conversation from a data log having conversation data from several electronic conversations, and analyzing the conversation data to identify conversation parameters. The conversation parameters include text in each entry of the electronic conversation, timing of the entries, and debugging parameters for each entry. The method further includes an operation for causing presentation of the electronic conversation on the UI, which includes presenting the text of each entry, the audio corresponding to speech associated with each entry timed according to the timing of the entry, and the debugging parameters embedded within the presented text.",20170918,Microsoft
174,"In some implementations, a language proficiency of a user of a client device is determined by one or more computers. The one or more computers then determines a text segment for output by a text-to-speech module based on the determined language proficiency of the user. After determining the text segment for output, the one or more computers generates audio data including a synthesized utterance of the text segment. The audio data including the synthesized utterance of the text segment is then provided to the client device for output.",20180919,Google
175,"The techniques describe a tool that finds people to help answer a question that arises while a user is consuming content of a file. As the user consumes the content, the techniques identify a signal that indicates an issue (e.g., a question). The signal can be added or somehow inserted into the underlying content of the file based on user input. The techniques determine a portion of the content associated with the signal. The portion of the content, along with any other information provided via the user input, is analyzed to determine a context of the issue. For example, natural language processing techniques can parse text or speech to understand the subject matter. The techniques then access a resolution resource (e.g., a professional network) to identify people that are likely capable of providing assistance, and the people are suggested to the user.",20180209,Microsoft
176,"A method and workstation for generating a transcript of a conversation between a patient and a healthcare practitioner is disclosed. A workstation is provided with a tool for rendering of an audio recording of the conversation and generating a display of a transcript of the audio recording using a speech-to-text engine, thereby enabling inspection of the accuracy of conversion of speech to text. A tool is provided for scrolling through the transcript and rendering the portion of the audio according to the position of the scrolling. There is a highlighting in the transcript of words or phrases spoken by the patient relating to symptoms, medications or other medically relevant concepts. Additionally, there is provided a set of transcript supplement tools enabling editing of specific portions of the transcript based on the content of the corresponding portion of audio recording.",20180524,Google
177,Correcting typographical errors in electronic text may include converting a text message containing at least one phonemic spelling of a word into speech by running a text-to-speech application programming interface (API) with the text message as input. The converted speech may be input to a speech-to-text API and the speech-to-text API executed to convert the speech to text. A text file comprising the text may be generated and/or output. The text file automatically contains a corrected version of the phonemic spelling of the word in text message.,20180320,IBM
178,"Aspects create a multimedia presentation wherein processors are configured to calculate a time it would take to narrate a plurality of words in a document at a specified speech speed in response to determining that the time it would take to narrate the plurality of words in the document at the specified speech speed exceeds a specified maximum time, generate a long summary of the document as a subset of the plurality of words, generate audio content for a first portion of the plurality of words of the long summary by applying a text-to-speech processing mechanism to the portion of the long summary at the desired speech speed, and create a multimedia slide of a multimedia presentation by adding the generated audio content to a presentation of text from a remainder portion of the plurality of words of the long summary.",20190812,IBM
179,"According to one embodiment, a method, computer system, and computer program product for ancillary speech generation is provided. The present invention may include receiving a query from a querent; interpreting the terms of the query using schema information; rewriting the initial query into a set of related queries; pruning related queries that are irrelevant based on contemporary circumstances; retrieving preferences associated with the querent, where each of the preferences is assigned a weight representing the importance of that preference to the querent; filtering out the pruned related queries that do not comport with the querent's preferences; sort the filtered related queries according to the weight of the preferences served by each query; answering the filtered related queries with a knowledge graph; returning answers to the querent; and updating the preferences based on the answers.",20170830,IBM
180,"The subject matter of this specification can be embodied in, among other things, a method that includes receiving two or more data sets each representing speech of a corresponding individual attending an internet-based social networking video conference session, decoding the received data sets to produce corresponding text for each individual attending the internet-based social networking video conference, and detecting characteristics of the session from a coalesced transcript produced from the decoded text of the attending individuals for providing context to the internet-based social networking video conference session.",20191030,Google
181,"A method for eyes-off training of a dictation system includes translating an audio signal featuring speech audio of a speaker into an initial recognized text using a previously-trained general language model. The initial recognized text is provided to the speaker for error correction. The audio signal is re-translated into an updated recognized text using a specialized language model biased to recognize words included in the corrected text. The general language model is retrained in an “eyes-off” manner, based on the audio signal and the updated recognized text.",20180716,Microsoft
182,"A computing system and related techniques for selecting content to be automatically converted to speech and provided as an audio signal are provided. A text-to-speech request associated with a first document can be received that includes data associated with a playback position of a selector associated with a text-to-speech interface overlaid on the first document. First content associated with the first document can be determined based at least in part on the playback position, the first content including content that is displayed in the user interface at the playback position. The first document can be analyzed to identify one or more structural features associated with the first content. Speech data can be generated based on the first content and the one or more structural features.",20190521,Google
183,"Systems and methods for programmatic representation of natural language patterns are disclosed. A method includes accessing, via an electronic transmission, a text in a natural language. The method includes identifying, based on a plurality of stored natural language patterns residing in a data repository, one or more word groups within the text, each word group corresponding to at least one stored natural language pattern, each stored natural language pattern corresponding to a grammatical part of speech or a word-phrase type in the natural language. The method includes providing an output representing the identified one or more word groups and the at least one stored natural language pattern corresponding to each of the identified one or more word groups.",20180912,Microsoft
184,"Methods, systems, and computer programs are presented for a smart communications assistant with an audio interface. One method includes an operation for getting messages addressed to a user. The messages are from one or more message sources and each message comprising message data that includes text. The method further includes operations for analyzing the message data to determine a meaning of each message, for generating a score for each message based on the respective message data and the meaning of the message, and for generating a textual summary for the messages based on the message scores and the meaning of the messages. A speech summary is created based on the textual summary and the speech summary is then sent to a speaker associated with the user. The audio interface further allows the user to verbally request actions for the messages.",20191115,Microsoft
185,"An electronic device for performing speech recognition and a method therefor are provided. The method includes detecting a first text, which is preset for performing speaker recognition, by performing speech recognition on a first speech signal, performing speaker recognition on a second speech signal acquired after the first speech signal, based on the first text being detected, and executing a voice command obtained from the second speech signal, based on a result of performing the speaker recognition on the second speech signal indicating that a speaker of the second speech signal corresponds to a first speaker who registered the first text.",20190820,SAMSUNG
186,"A method of updating a grammar model used during speech recognition includes obtaining a corpus including at least one word, obtaining the at least one word from the corpus, splitting the at least one obtained word into at least one segment, generating a hint for recombining the at least one segment into the at least one word, and updating the grammar model by using at least one segment comprising the hint.",20191025,SAMSUNG
187,"An electronic device for providing one or more items to a user in response to a user speech and a system therefor are provided. The electronic device and the system search one or more items in response to a user's voice command related with a search of an item. In case where items are searched, a user performs various activities related with the items. The items each include objects. The electronic device and the system identify an object that is used when the user identifies at least one item (for example, an item preferred by the user) among the items from the activity. By matching the identified object and a feature of the identified object, the electronic device and the system determine a user's preference related with a search of an item. The identified preference is used for sorting of the items.",20190807,SAMSUNG
188,"Among other things, embodiments of the present disclosure may be used to help train speech recognizers for improving generalized voice experience quality in a chat bot system. In some embodiments, the system provides users with games to play to increase user engagement with the chat bot system.",20190925,Microsoft
189,"Methods, computer program products, and systems are presented. The methods include, for instance: obtaining a media file including a speech by one or more speaker. The language of the speech is identified and biographic data of a speaker of the speech is generated by analyzing semantics and vocal characteristics of the speech. The speaker is diarized and confidence in a resulting speaker label is evaluated against a threshold. The speaker label is adjusted with the language of the speech and biographic data of the speaker and produced as speaker metadata of the media file.",20190913,IBM
190,"Mechanisms are provided to implement an efficient translating mechanism to efficiently translating social media posts. A source language to be used to translate the social media post is identified based on words within the social media post. A highest classification is identified and the social media post is translated from the source language to a target language using a translation level associated with the highest classification. In the translation, each word and its related meaning in the target language are identified from a multi-language data structure; each word is categorized into its associated part of speech; a sentence is generated in the target language; and natural language processing is performed on each sentence in the target language to identity the existence of ambiguous connotations. Responsive to each sentence failing have any ambiguous connotations, a social medial post is generated in the target language utilizing the generated sentences.",20180914,IBM
191,"In some implementations, a language proficiency of a user of a client device is determined by one or more computers. The one or more computers then determines a text segment for output by a text-to-speech module based on the determined language proficiency of the user. After determining the text segment for output, the one or more computers generates audio data including a synthesized utterance of the text segment. The audio data including the synthesized utterance of the text segment is then provided to the client device for output.",20190917,Google
192,"A method for natural language interaction includes recording speech provided by a human user. The recorded speech is translated into a machine-readable natural language input relating to an interaction topic. An interaction timer is maintained that tracks a length of time since a last machine-readable natural language input referring to the interaction topic was translated. Based on a current value of the interaction timer being greater than an interaction engagement threshold, a message relating to the interaction topic is delivered with a first natural language phrasing that includes an interaction topic reminder. Based on the current value of the interaction timer being less than the interaction engagement threshold, the message relating to the interaction topic is delivered with a second natural language phrasing that lacks the interaction topic reminder.",20191011,Microsoft
193,An automatic dubbing method is disclosed. The method comprises: extracting speeches of a voice from an audio portion of a media content (504); obtaining a voice print model for the extracted speeches of the voice (506); processing the extracted speeches by utilizing the voice print model to generate replacement speeches (508); and replacing the extracted speeches of the voice with the generated replacement speeches in the audio portion of the media content (510).,20161121,Microsoft
194,"Techniques are presented for providing misinformation detection in online content. The described techniques can identify instances of misinformation in online content and pass a misinformation result to the user. A misinformation probability analysis can be performed by applying a syntactic analysis and a semantic analysis to detect misinformation with confidence by applying featurization to a URL, text of content referenced by the URL, and metadata associated with the URL using a feature set, the feature set comprising semantic-based features and syntactic-based features, wherein the semantic features and the syntactic features are selected from the group consisting of: sentiment amplifiers, sentiment continuity disruption features, lexical features, keywords, baseline features, speech act, sensicon features, emotion detection on the obtained text, exaggerated language, strong adjectives, heuristics, bag-of-words, objectivity, colloquial-ness score, and semantic difference.",20180627,Microsoft
195,"A computer-implemented method for training a neural network that is configured to generate a score distribution over a set of multiple output positions. The neural network is configured to process a network input to generate a respective score distribution for each of a plurality of output positions including a respective score for each token in a predetermined set of tokens that includes n-grams of multiple different sizes. Example methods described herein provide trained neural networks which produce results with improved accuracy compared to the state of the art, e.g. translations that are more accurate compared to the state of the art, or more accurate speech recognition compared to the state of the art.",20171003,Google
196,"Embodiments provide a system and method for filtering speech in a video. Speech in video may contain objectionable words that need to be filtered. To ascertain whether a word or phrase is objectionable, the contextual information from surrounding words and the contextual information from detected objects and scenes in the video are used. Unwanted words may be filtered or collected and presented to the user.",20180917,IBM
